Symbol,Rank,Score,3M Return,6M Return
MARKSANS,38,1.5940347612318193,0.49641577613823196,0.79768150631334
HSCL,39,1.566491854991518,0.41406433288062816,0.6555704593142957
BOSCHLTD,40,1.562612155984005,0.3223307018352406,0.3764168588858119
FEDERALBNK,41,1.5301791502991429,0.25979189661800994,0.22990518969851315
AZAD,42,1.5072713936907831,0.48469064513879645,0.6602805975097459
KRN,43,1.4969258654773991,0.40049334519384416,0.9396354435518661
OFSS,44,1.4769141717591965,0.24610724345007173,0.7960947943307719
GLAND,45,1.4661931491835059,0.33706808753856277,0.5590814376168163
APARINDS,46,1.4616056714741221,0.41632384400197475,0.6906305244549205
SHRIPISTON,47,1.4178900842762268,0.3389233039966839,0.5031877975555159
PRICOLLTD,48,1.396525906353807,0.43916546288862834,0.3195031460274327
GRANULES,49,1.3872972802414734,0.16593449459055032,0.46432486337724677
CRAFTSMAN,50,1.3853699278804192,0.29872944741257945,0.3692340159144796
BAJAJ-AUTO,51,1.366986447442089,0.1586993739666409,0.18406770437760867
TI,52,1.3570249976393947,0.3786018436970928,0.3004344530908081
MOTHERSON,53,1.3568666958407132,0.322528109249818,0.275417654922395
RKFORGE,54,1.3508497047699173,0.33737604800164434,0.3714606963460565
MINDACORP,55,1.3384675129718415,0.4397664787607505,0.26607573410850005
TITAN,56,1.3180253239662818,0.21631941380821051,0.1937314611697083
GRWRHITECH,57,1.287742215693791,0.3189916455456683,0.6506638277719012
INOXINDIA,58,1.2859094052030315,0.39971244674742,0.7042357455026511
TDPOWERSYS,59,1.2759951358717605,0.19235308871750867,0.818379476201528
PGIL,60,1.2618585358928114,0.48775029327106356,0.4907329460473464
ASKAUTOLTD,61,1.2604048377781158,0.4239807224476748,0.44929731208188683
AUROPHARMA,62,1.2548211754894674,0.09050319815269914,0.41109010286182035
AJANTPHARM,63,1.252503001902271,0.16476899294972358,0.26394681600410985
